user_id,cluster_name,assigned_perk
536099,Price-Sensitive Explorers,Exclusive discounts
536135,Price-Sensitive Explorers,Exclusive discounts
536170,High-Value Travelers,Free hotel meal
536212,Hesitant Explorers,No cancellation fees
536228,High-Value Travelers,Free hotel meal
536229,Price-Sensitive Explorers,Exclusive discounts
536241,Price-Sensitive Explorers,Exclusive discounts
536275,Price-Sensitive Explorers,Exclusive discounts
536278,High-Value Travelers,Free hotel meal
536313,Price-Sensitive Explorers,Exclusive discounts
536343,Price-Sensitive Explorers,Exclusive discounts
536387,High-Value Travelers,Free hotel meal
536431,Price-Sensitive Explorers,Exclusive discounts
536467,Price-Sensitive Explorers,Exclusive discounts
536469,Price-Sensitive Explorers,Exclusive discounts
536474,Hesitant Explorers,No cancellation fees
536488,Price-Sensitive Explorers,Exclusive discounts
536489,Price-Sensitive Explorers,Exclusive discounts
536490,Price-Sensitive Explorers,Exclusive discounts
536532,Price-Sensitive Explorers,Exclusive discounts
536566,Price-Sensitive Explorers,Exclusive discounts
536574,Price-Sensitive Explorers,Exclusive discounts
536594,High-Value Travelers,Free hotel meal
536604,Price-Sensitive Explorers,Exclusive discounts
536622,Price-Sensitive Explorers,Exclusive discounts
536641,Price-Sensitive Explorers,Exclusive discounts
536651,Price-Sensitive Explorers,Exclusive discounts
536652,Price-Sensitive Explorers,Exclusive discounts
536656,High-Value Travelers,Free hotel meal
536658,Price-Sensitive Explorers,Exclusive discounts
536659,Price-Sensitive Explorers,Exclusive discounts
536672,Price-Sensitive Explorers,Exclusive discounts
536675,Price-Sensitive Explorers,Exclusive discounts
536691,Price-Sensitive Explorers,Exclusive discounts
536695,Price-Sensitive Explorers,Exclusive discounts
536763,Price-Sensitive Explorers,Exclusive discounts
536764,Price-Sensitive Explorers,Exclusive discounts
536782,Price-Sensitive Explorers,Exclusive discounts
536791,Price-Sensitive Explorers,Exclusive discounts
536810,High-Value Travelers,Free hotel meal
536843,Price-Sensitive Explorers,Exclusive discounts
536876,Price-Sensitive Explorers,Exclusive discounts
536893,Price-Sensitive Explorers,Exclusive discounts
536951,Price-Sensitive Explorers,Exclusive discounts
536964,Price-Sensitive Explorers,Exclusive discounts
536995,Price-Sensitive Explorers,Exclusive discounts
537038,High-Value Travelers,Free hotel meal
537066,Price-Sensitive Explorers,Exclusive discounts
537098,Price-Sensitive Explorers,Exclusive discounts
537121,Price-Sensitive Explorers,Exclusive discounts
537123,Price-Sensitive Explorers,Exclusive discounts
537177,High-Value Travelers,Free hotel meal
537181,Price-Sensitive Explorers,Exclusive discounts
537212,Price-Sensitive Explorers,Exclusive discounts
537227,Price-Sensitive Explorers,Exclusive discounts
537289,Price-Sensitive Explorers,Exclusive discounts
537317,Price-Sensitive Explorers,Exclusive discounts
537373,High-Value Travelers,Free hotel meal
537393,Price-Sensitive Explorers,Exclusive discounts
537400,Price-Sensitive Explorers,Exclusive discounts
537412,Price-Sensitive Explorers,Exclusive discounts
537413,High-Value Travelers,Free hotel meal
537414,Price-Sensitive Explorers,Exclusive discounts
537470,Price-Sensitive Explorers,Exclusive discounts
537481,High-Value Travelers,Free hotel meal
537507,Frequent Planners,Free checked bag
537560,Price-Sensitive Explorers,Exclusive discounts
537580,Price-Sensitive Explorers,Exclusive discounts
537586,Price-Sensitive Explorers,Exclusive discounts
537595,Price-Sensitive Explorers,Exclusive discounts
537659,Price-Sensitive Explorers,Exclusive discounts
537671,Price-Sensitive Explorers,Exclusive discounts
537676,Hesitant Explorers,No cancellation fees
537688,Price-Sensitive Explorers,Exclusive discounts
537723,Price-Sensitive Explorers,Exclusive discounts
537725,Price-Sensitive Explorers,Exclusive discounts
537748,Price-Sensitive Explorers,Exclusive discounts
537770,Price-Sensitive Explorers,Exclusive discounts
537776,Price-Sensitive Explorers,Exclusive discounts
537795,Price-Sensitive Explorers,Exclusive discounts
537804,Price-Sensitive Explorers,Exclusive discounts
537818,Price-Sensitive Explorers,Exclusive discounts
537819,Price-Sensitive Explorers,Exclusive discounts
537834,Price-Sensitive Explorers,Exclusive discounts
537860,Price-Sensitive Explorers,Exclusive discounts
537861,Price-Sensitive Explorers,Exclusive discounts
537904,Price-Sensitive Explorers,Exclusive discounts
537922,Price-Sensitive Explorers,Exclusive discounts
537926,Price-Sensitive Explorers,Exclusive discounts
537975,Price-Sensitive Explorers,Exclusive discounts
538069,Hesitant Explorers,No cancellation fees
538074,Price-Sensitive Explorers,Exclusive discounts
538084,Price-Sensitive Explorers,Exclusive discounts
538108,Price-Sensitive Explorers,Exclusive discounts
538112,High-Value Travelers,Free hotel meal
538131,Price-Sensitive Explorers,Exclusive discounts
538134,Price-Sensitive Explorers,Exclusive discounts
538139,Price-Sensitive Explorers,Exclusive discounts
538147,Hesitant Explorers,No cancellation fees
538167,High-Value Travelers,Free hotel meal
538188,Price-Sensitive Explorers,Exclusive discounts
538197,Price-Sensitive Explorers,Exclusive discounts
538214,High-Value Travelers,Free hotel meal
538216,Price-Sensitive Explorers,Exclusive discounts
538260,Price-Sensitive Explorers,Exclusive discounts
538270,High-Value Travelers,Free hotel meal
538274,Price-Sensitive Explorers,Exclusive discounts
538279,High-Value Travelers,Free hotel meal
538306,Price-Sensitive Explorers,Exclusive discounts
538319,Price-Sensitive Explorers,Exclusive discounts
538321,Price-Sensitive Explorers,Exclusive discounts
538331,Price-Sensitive Explorers,Exclusive discounts
538349,Price-Sensitive Explorers,Exclusive discounts
538350,Hesitant Explorers,No cancellation fees
538388,Price-Sensitive Explorers,Exclusive discounts
538413,High-Value Travelers,Free hotel meal
538426,Price-Sensitive Explorers,Exclusive discounts
538432,Price-Sensitive Explorers,Exclusive discounts
538438,Price-Sensitive Explorers,Exclusive discounts
538441,Hesitant Explorers,No cancellation fees
538454,High-Value Travelers,Free hotel meal
538457,Price-Sensitive Explorers,Exclusive discounts
538458,Price-Sensitive Explorers,Exclusive discounts
538463,Price-Sensitive Explorers,Exclusive discounts
538489,Price-Sensitive Explorers,Exclusive discounts
538511,Price-Sensitive Explorers,Exclusive discounts
538522,Price-Sensitive Explorers,Exclusive discounts
538529,Price-Sensitive Explorers,Exclusive discounts
538538,Price-Sensitive Explorers,Exclusive discounts
538608,Price-Sensitive Explorers,Exclusive discounts
538638,Price-Sensitive Explorers,Exclusive discounts
538641,Hesitant Explorers,No cancellation fees
538666,Hesitant Explorers,No cancellation fees
538677,Price-Sensitive Explorers,Exclusive discounts
538680,Price-Sensitive Explorers,Exclusive discounts
538681,High-Value Travelers,Free hotel meal
538691,Price-Sensitive Explorers,Exclusive discounts
538696,Price-Sensitive Explorers,Exclusive discounts
538703,Price-Sensitive Explorers,Exclusive discounts
538714,Price-Sensitive Explorers,Exclusive discounts
538780,High-Value Travelers,Free hotel meal
538788,Price-Sensitive Explorers,Exclusive discounts
538814,Price-Sensitive Explorers,Exclusive discounts
538883,High-Value Travelers,Free hotel meal
538915,Price-Sensitive Explorers,Exclusive discounts
538919,Frequent Planners,Free checked bag
538944,Price-Sensitive Explorers,Exclusive discounts
538976,Price-Sensitive Explorers,Exclusive discounts
539008,Price-Sensitive Explorers,Exclusive discounts
539010,Price-Sensitive Explorers,Exclusive discounts
539012,Price-Sensitive Explorers,Exclusive discounts
539093,Price-Sensitive Explorers,Exclusive discounts
539105,High-Value Travelers,Free hotel meal
539135,Price-Sensitive Explorers,Exclusive discounts
539140,High-Value Travelers,Free hotel meal
539146,Price-Sensitive Explorers,Exclusive discounts
539209,Price-Sensitive Explorers,Exclusive discounts
539221,Price-Sensitive Explorers,Exclusive discounts
539243,Price-Sensitive Explorers,Exclusive discounts
539267,Price-Sensitive Explorers,Exclusive discounts
539283,Price-Sensitive Explorers,Exclusive discounts
539300,High-Value Travelers,Free hotel meal
539304,Price-Sensitive Explorers,Exclusive discounts
539307,Price-Sensitive Explorers,Exclusive discounts
539315,High-Value Travelers,Free hotel meal
539317,High-Value Travelers,Free hotel meal
539320,High-Value Travelers,Free hotel meal
539337,Price-Sensitive Explorers,Exclusive discounts
539338,Price-Sensitive Explorers,Exclusive discounts
539384,Price-Sensitive Explorers,Exclusive discounts
539414,Price-Sensitive Explorers,Exclusive discounts
539426,High-Value Travelers,Free hotel meal
539453,Price-Sensitive Explorers,Exclusive discounts
539460,Price-Sensitive Explorers,Exclusive discounts
539493,High-Value Travelers,Free hotel meal
539510,High-Value Travelers,Free hotel meal
539519,Price-Sensitive Explorers,Exclusive discounts
539528,Hesitant Explorers,No cancellation fees
539542,Frequent Planners,Free checked bag
539558,Price-Sensitive Explorers,Exclusive discounts
539566,Frequent Planners,Free checked bag
539611,Price-Sensitive Explorers,Exclusive discounts
539625,Price-Sensitive Explorers,Exclusive discounts
539627,Price-Sensitive Explorers,Exclusive discounts
539637,Price-Sensitive Explorers,Exclusive discounts
539648,Price-Sensitive Explorers,Exclusive discounts
539656,High-Value Travelers,Free hotel meal
539669,Price-Sensitive Explorers,Exclusive discounts
539671,Price-Sensitive Explorers,Exclusive discounts
539710,Price-Sensitive Explorers,Exclusive discounts
539729,Price-Sensitive Explorers,Exclusive discounts
539782,High-Value Travelers,Free hotel meal
539794,Price-Sensitive Explorers,Exclusive discounts
539855,Price-Sensitive Explorers,Exclusive discounts
539864,Price-Sensitive Explorers,Exclusive discounts
539866,Price-Sensitive Explorers,Exclusive discounts
539868,Price-Sensitive Explorers,Exclusive discounts
539883,High-Value Travelers,Free hotel meal
539888,Price-Sensitive Explorers,Exclusive discounts
539899,Frequent Planners,Free checked bag
539912,High-Value Travelers,Free hotel meal
539916,Price-Sensitive Explorers,Exclusive discounts
539917,Price-Sensitive Explorers,Exclusive discounts
539919,Hesitant Explorers,No cancellation fees
539936,High-Value Travelers,Free hotel meal
539953,Price-Sensitive Explorers,Exclusive discounts
539962,Frequent Planners,Free checked bag
540014,Price-Sensitive Explorers,Exclusive discounts
540029,Frequent Planners,Free checked bag
540043,Price-Sensitive Explorers,Exclusive discounts
540094,Price-Sensitive Explorers,Exclusive discounts
540138,High-Value Travelers,Free hotel meal
540147,Price-Sensitive Explorers,Exclusive discounts
540150,Price-Sensitive Explorers,Exclusive discounts
540180,Price-Sensitive Explorers,Exclusive discounts
540199,High-Value Travelers,Free hotel meal
540226,Price-Sensitive Explorers,Exclusive discounts
540244,Price-Sensitive Explorers,Exclusive discounts
540252,Price-Sensitive Explorers,Exclusive discounts
540253,Price-Sensitive Explorers,Exclusive discounts
540260,High-Value Travelers,Free hotel meal
540302,High-Value Travelers,Free hotel meal
540306,Price-Sensitive Explorers,Exclusive discounts
540308,Price-Sensitive Explorers,Exclusive discounts
540319,Price-Sensitive Explorers,Exclusive discounts
540347,Price-Sensitive Explorers,Exclusive discounts
540348,Price-Sensitive Explorers,Exclusive discounts
540413,Price-Sensitive Explorers,Exclusive discounts
540415,Price-Sensitive Explorers,Exclusive discounts
540444,Price-Sensitive Explorers,Exclusive discounts
540455,Price-Sensitive Explorers,Exclusive discounts
540475,Price-Sensitive Explorers,Exclusive discounts
540502,Price-Sensitive Explorers,Exclusive discounts
540527,Price-Sensitive Explorers,Exclusive discounts
540557,Price-Sensitive Explorers,Exclusive discounts
540572,Price-Sensitive Explorers,Exclusive discounts
540580,Price-Sensitive Explorers,Exclusive discounts
540597,High-Value Travelers,Free hotel meal
540605,Price-Sensitive Explorers,Exclusive discounts
540614,Hesitant Explorers,No cancellation fees
540622,Price-Sensitive Explorers,Exclusive discounts
540642,Price-Sensitive Explorers,Exclusive discounts
540652,Price-Sensitive Explorers,Exclusive discounts
540653,Price-Sensitive Explorers,Exclusive discounts
540654,Price-Sensitive Explorers,Exclusive discounts
540656,High-Value Travelers,Free hotel meal
540664,Price-Sensitive Explorers,Exclusive discounts
540666,High-Value Travelers,Free hotel meal
540698,Price-Sensitive Explorers,Exclusive discounts
540708,Price-Sensitive Explorers,Exclusive discounts
540718,Price-Sensitive Explorers,Exclusive discounts
540733,Price-Sensitive Explorers,Exclusive discounts
540777,High-Value Travelers,Free hotel meal
540819,Hesitant Explorers,No cancellation fees
540837,Price-Sensitive Explorers,Exclusive discounts
540857,Price-Sensitive Explorers,Exclusive discounts
540863,Frequent Planners,Free checked bag
540924,Price-Sensitive Explorers,Exclusive discounts
540941,Frequent Planners,Free checked bag
540966,High-Value Travelers,Free hotel meal
540973,Price-Sensitive Explorers,Exclusive discounts
540974,Price-Sensitive Explorers,Exclusive discounts
541001,Price-Sensitive Explorers,Exclusive discounts
541034,Price-Sensitive Explorers,Exclusive discounts
541040,High-Value Travelers,Free hotel meal
541041,High-Value Travelers,Free hotel meal
541047,Hesitant Explorers,No cancellation fees
541061,Price-Sensitive Explorers,Exclusive discounts
541083,Price-Sensitive Explorers,Exclusive discounts
541084,High-Value Travelers,Free hotel meal
541112,Price-Sensitive Explorers,Exclusive discounts
541132,Price-Sensitive Explorers,Exclusive discounts
541150,High-Value Travelers,Free hotel meal
541162,Hesitant Explorers,No cancellation fees
541168,Price-Sensitive Explorers,Exclusive discounts
541176,Price-Sensitive Explorers,Exclusive discounts
541193,Price-Sensitive Explorers,Exclusive discounts
541216,High-Value Travelers,Free hotel meal
541224,Price-Sensitive Explorers,Exclusive discounts
541235,Price-Sensitive Explorers,Exclusive discounts
541236,Price-Sensitive Explorers,Exclusive discounts
541240,Price-Sensitive Explorers,Exclusive discounts
541249,Price-Sensitive Explorers,Exclusive discounts
541259,Price-Sensitive Explorers,Exclusive discounts
541262,Hesitant Explorers,No cancellation fees
541282,High-Value Travelers,Free hotel meal
541289,Price-Sensitive Explorers,Exclusive discounts
541326,High-Value Travelers,Free hotel meal
541352,Price-Sensitive Explorers,Exclusive discounts
541357,Price-Sensitive Explorers,Exclusive discounts
541382,High-Value Travelers,Free hotel meal
541389,High-Value Travelers,Free hotel meal
541438,High-Value Travelers,Free hotel meal
541454,Price-Sensitive Explorers,Exclusive discounts
541497,Price-Sensitive Explorers,Exclusive discounts
541505,Price-Sensitive Explorers,Exclusive discounts
541516,Price-Sensitive Explorers,Exclusive discounts
541539,Frequent Planners,Free checked bag
541540,Price-Sensitive Explorers,Exclusive discounts
541612,Price-Sensitive Explorers,Exclusive discounts
541649,Price-Sensitive Explorers,Exclusive discounts
541672,High-Value Travelers,Free hotel meal
541699,High-Value Travelers,Free hotel meal
541700,Price-Sensitive Explorers,Exclusive discounts
541734,Price-Sensitive Explorers,Exclusive discounts
541735,Price-Sensitive Explorers,Exclusive discounts
541752,Price-Sensitive Explorers,Exclusive discounts
541764,Price-Sensitive Explorers,Exclusive discounts
541812,High-Value Travelers,Free hotel meal
541878,Price-Sensitive Explorers,Exclusive discounts
541901,Price-Sensitive Explorers,Exclusive discounts
541906,Frequent Planners,Free checked bag
541921,Price-Sensitive Explorers,Exclusive discounts
541923,Price-Sensitive Explorers,Exclusive discounts
541931,Price-Sensitive Explorers,Exclusive discounts
541939,Price-Sensitive Explorers,Exclusive discounts
541967,Price-Sensitive Explorers,Exclusive discounts
541972,Price-Sensitive Explorers,Exclusive discounts
541980,Price-Sensitive Explorers,Exclusive discounts
541988,High-Value Travelers,Free hotel meal
541998,Price-Sensitive Explorers,Exclusive discounts
541999,High-Value Travelers,Free hotel meal
542012,Price-Sensitive Explorers,Exclusive discounts
542015,Price-Sensitive Explorers,Exclusive discounts
542027,Price-Sensitive Explorers,Exclusive discounts
542036,Price-Sensitive Explorers,Exclusive discounts
542056,Hesitant Explorers,No cancellation fees
542059,Price-Sensitive Explorers,Exclusive discounts
542065,Frequent Planners,Free checked bag
542080,Price-Sensitive Explorers,Exclusive discounts
542095,Hesitant Explorers,No cancellation fees
542142,Hesitant Explorers,No cancellation fees
542153,Price-Sensitive Explorers,Exclusive discounts
542189,High-Value Travelers,Free hotel meal
542194,Price-Sensitive Explorers,Exclusive discounts
542196,Price-Sensitive Explorers,Exclusive discounts
542208,Price-Sensitive Explorers,Exclusive discounts
542230,High-Value Travelers,Free hotel meal
542254,Price-Sensitive Explorers,Exclusive discounts
542267,Price-Sensitive Explorers,Exclusive discounts
542270,High-Value Travelers,Free hotel meal
542277,Price-Sensitive Explorers,Exclusive discounts
542282,Price-Sensitive Explorers,Exclusive discounts
542303,Price-Sensitive Explorers,Exclusive discounts
542316,Price-Sensitive Explorers,Exclusive discounts
542326,Price-Sensitive Explorers,Exclusive discounts
542334,Price-Sensitive Explorers,Exclusive discounts
542358,Price-Sensitive Explorers,Exclusive discounts
542366,Price-Sensitive Explorers,Exclusive discounts
542383,Price-Sensitive Explorers,Exclusive discounts
542418,Hesitant Explorers,No cancellation fees
542451,High-Value Travelers,Free hotel meal
542471,Price-Sensitive Explorers,Exclusive discounts
542482,Price-Sensitive Explorers,Exclusive discounts
542570,Price-Sensitive Explorers,Exclusive discounts
542585,Price-Sensitive Explorers,Exclusive discounts
542605,Price-Sensitive Explorers,Exclusive discounts
542638,Price-Sensitive Explorers,Exclusive discounts
542657,Price-Sensitive Explorers,Exclusive discounts
542658,Price-Sensitive Explorers,Exclusive discounts
542663,Price-Sensitive Explorers,Exclusive discounts
542670,Price-Sensitive Explorers,Exclusive discounts
542706,Price-Sensitive Explorers,Exclusive discounts
542752,High-Value Travelers,Free hotel meal
542760,Price-Sensitive Explorers,Exclusive discounts
542767,Price-Sensitive Explorers,Exclusive discounts
542795,Price-Sensitive Explorers,Exclusive discounts
542796,Price-Sensitive Explorers,Exclusive discounts
542805,Price-Sensitive Explorers,Exclusive discounts
542812,High-Value Travelers,Free hotel meal
542815,Price-Sensitive Explorers,Exclusive discounts
542825,Price-Sensitive Explorers,Exclusive discounts
542843,Price-Sensitive Explorers,Exclusive discounts
542850,Price-Sensitive Explorers,Exclusive discounts
542857,Price-Sensitive Explorers,Exclusive discounts
542874,Hesitant Explorers,No cancellation fees
542914,Price-Sensitive Explorers,Exclusive discounts
542918,Price-Sensitive Explorers,Exclusive discounts
542937,Price-Sensitive Explorers,Exclusive discounts
542965,High-Value Travelers,Free hotel meal
542976,Price-Sensitive Explorers,Exclusive discounts
543008,Frequent Planners,Free checked bag
543038,Price-Sensitive Explorers,Exclusive discounts
543052,Price-Sensitive Explorers,Exclusive discounts
543074,Price-Sensitive Explorers,Exclusive discounts
543075,Price-Sensitive Explorers,Exclusive discounts
543081,Price-Sensitive Explorers,Exclusive discounts
543114,Price-Sensitive Explorers,Exclusive discounts
543126,Price-Sensitive Explorers,Exclusive discounts
543165,High-Value Travelers,Free hotel meal
543222,Hesitant Explorers,No cancellation fees
543237,Price-Sensitive Explorers,Exclusive discounts
543240,Price-Sensitive Explorers,Exclusive discounts
543271,High-Value Travelers,Free hotel meal
543273,High-Value Travelers,Free hotel meal
543304,Price-Sensitive Explorers,Exclusive discounts
543306,Price-Sensitive Explorers,Exclusive discounts
543327,Price-Sensitive Explorers,Exclusive discounts
543339,Price-Sensitive Explorers,Exclusive discounts
543352,Price-Sensitive Explorers,Exclusive discounts
543375,High-Value Travelers,Free hotel meal
543385,Price-Sensitive Explorers,Exclusive discounts
543428,Price-Sensitive Explorers,Exclusive discounts
543437,High-Value Travelers,Free hotel meal
543476,Price-Sensitive Explorers,Exclusive discounts
543497,Price-Sensitive Explorers,Exclusive discounts
543557,Price-Sensitive Explorers,Exclusive discounts
543559,Price-Sensitive Explorers,Exclusive discounts
543618,Price-Sensitive Explorers,Exclusive discounts
543620,Price-Sensitive Explorers,Exclusive discounts
543659,Price-Sensitive Explorers,Exclusive discounts
543660,Frequent Planners,Free checked bag
543666,Price-Sensitive Explorers,Exclusive discounts
543668,High-Value Travelers,Free hotel meal
543671,High-Value Travelers,Free hotel meal
543694,Price-Sensitive Explorers,Exclusive discounts
543696,Price-Sensitive Explorers,Exclusive discounts
543713,Price-Sensitive Explorers,Exclusive discounts
543716,High-Value Travelers,Free hotel meal
543723,Price-Sensitive Explorers,Exclusive discounts
543728,Price-Sensitive Explorers,Exclusive discounts
543778,Price-Sensitive Explorers,Exclusive discounts
543810,Price-Sensitive Explorers,Exclusive discounts
543816,Price-Sensitive Explorers,Exclusive discounts
543817,Price-Sensitive Explorers,Exclusive discounts
543826,Price-Sensitive Explorers,Exclusive discounts
543885,High-Value Travelers,Free hotel meal
543900,Price-Sensitive Explorers,Exclusive discounts
543927,Price-Sensitive Explorers,Exclusive discounts
543928,Price-Sensitive Explorers,Exclusive discounts
543937,Price-Sensitive Explorers,Exclusive discounts
543952,Price-Sensitive Explorers,Exclusive discounts
543968,Price-Sensitive Explorers,Exclusive discounts
543976,Hesitant Explorers,No cancellation fees
544002,Price-Sensitive Explorers,Exclusive discounts
544008,Price-Sensitive Explorers,Exclusive discounts
544012,Price-Sensitive Explorers,Exclusive discounts
544015,Price-Sensitive Explorers,Exclusive discounts
544043,High-Value Travelers,Free hotel meal
544163,Price-Sensitive Explorers,Exclusive discounts
544207,Price-Sensitive Explorers,Exclusive discounts
544254,Price-Sensitive Explorers,Exclusive discounts
544256,High-Value Travelers,Free hotel meal
544271,High-Value Travelers,Free hotel meal
544333,High-Value Travelers,Free hotel meal
544364,High-Value Travelers,Free hotel meal
544367,Price-Sensitive Explorers,Exclusive discounts
544391,Price-Sensitive Explorers,Exclusive discounts
544406,High-Value Travelers,Free hotel meal
544414,Price-Sensitive Explorers,Exclusive discounts
544425,Price-Sensitive Explorers,Exclusive discounts
544444,Price-Sensitive Explorers,Exclusive discounts
544447,Price-Sensitive Explorers,Exclusive discounts
544449,Price-Sensitive Explorers,Exclusive discounts
544469,High-Value Travelers,Free hotel meal
544472,Price-Sensitive Explorers,Exclusive discounts
544476,Price-Sensitive Explorers,Exclusive discounts
544480,High-Value Travelers,Free hotel meal
544495,Frequent Planners,Free checked bag
544497,Price-Sensitive Explorers,Exclusive discounts
544507,Price-Sensitive Explorers,Exclusive discounts
544513,Price-Sensitive Explorers,Exclusive discounts
544536,Price-Sensitive Explorers,Exclusive discounts
544549,Price-Sensitive Explorers,Exclusive discounts
544595,Price-Sensitive Explorers,Exclusive discounts
544604,Price-Sensitive Explorers,Exclusive discounts
544627,Price-Sensitive Explorers,Exclusive discounts
544640,Price-Sensitive Explorers,Exclusive discounts
544647,Price-Sensitive Explorers,Exclusive discounts
544680,Price-Sensitive Explorers,Exclusive discounts
544683,Price-Sensitive Explorers,Exclusive discounts
544685,Frequent Planners,Free checked bag
544694,Price-Sensitive Explorers,Exclusive discounts
544698,Price-Sensitive Explorers,Exclusive discounts
544747,Price-Sensitive Explorers,Exclusive discounts
544749,Price-Sensitive Explorers,Exclusive discounts
544818,Price-Sensitive Explorers,Exclusive discounts
544839,Price-Sensitive Explorers,Exclusive discounts
544868,Price-Sensitive Explorers,Exclusive discounts
544926,High-Value Travelers,Free hotel meal
545010,High-Value Travelers,Free hotel meal
545011,Price-Sensitive Explorers,Exclusive discounts
545012,Price-Sensitive Explorers,Exclusive discounts
545063,Price-Sensitive Explorers,Exclusive discounts
545070,High-Value Travelers,Free hotel meal
545089,Frequent Planners,Free checked bag
545109,Price-Sensitive Explorers,Exclusive discounts
545115,Price-Sensitive Explorers,Exclusive discounts
545132,Price-Sensitive Explorers,Exclusive discounts
545208,High-Value Travelers,Free hotel meal
545209,Hesitant Explorers,No cancellation fees
545226,Price-Sensitive Explorers,Exclusive discounts
545247,Price-Sensitive Explorers,Exclusive discounts
545249,Price-Sensitive Explorers,Exclusive discounts
545264,Price-Sensitive Explorers,Exclusive discounts
545272,Price-Sensitive Explorers,Exclusive discounts
545281,High-Value Travelers,Free hotel meal
545290,Price-Sensitive Explorers,Exclusive discounts
545300,Price-Sensitive Explorers,Exclusive discounts
545317,High-Value Travelers,Free hotel meal
545318,Price-Sensitive Explorers,Exclusive discounts
545327,Price-Sensitive Explorers,Exclusive discounts
545344,Frequent Planners,Free checked bag
545345,Price-Sensitive Explorers,Exclusive discounts
545360,Price-Sensitive Explorers,Exclusive discounts
545375,Price-Sensitive Explorers,Exclusive discounts
545399,High-Value Travelers,Free hotel meal
545404,High-Value Travelers,Free hotel meal
545446,Price-Sensitive Explorers,Exclusive discounts
545465,Price-Sensitive Explorers,Exclusive discounts
545510,Price-Sensitive Explorers,Exclusive discounts
545518,Hesitant Explorers,No cancellation fees
545551,Price-Sensitive Explorers,Exclusive discounts
545577,Price-Sensitive Explorers,Exclusive discounts
545629,High-Value Travelers,Free hotel meal
545633,Price-Sensitive Explorers,Exclusive discounts
545634,Price-Sensitive Explorers,Exclusive discounts
545652,Price-Sensitive Explorers,Exclusive discounts
545684,Hesitant Explorers,No cancellation fees
545736,Frequent Planners,Free checked bag
545745,Price-Sensitive Explorers,Exclusive discounts
545748,Price-Sensitive Explorers,Exclusive discounts
545754,Price-Sensitive Explorers,Exclusive discounts
545755,Price-Sensitive Explorers,Exclusive discounts
545758,Price-Sensitive Explorers,Exclusive discounts
545763,Hesitant Explorers,No cancellation fees
545770,High-Value Travelers,Free hotel meal
545771,Price-Sensitive Explorers,Exclusive discounts
545803,High-Value Travelers,Free hotel meal
545805,Price-Sensitive Explorers,Exclusive discounts
545810,Price-Sensitive Explorers,Exclusive discounts
545848,Price-Sensitive Explorers,Exclusive discounts
545865,Price-Sensitive Explorers,Exclusive discounts
545879,Frequent Planners,Free checked bag
545936,Price-Sensitive Explorers,Exclusive discounts
545939,High-Value Travelers,Free hotel meal
545958,High-Value Travelers,Free hotel meal
545981,Price-Sensitive Explorers,Exclusive discounts
546008,Price-Sensitive Explorers,Exclusive discounts
546050,High-Value Travelers,Free hotel meal
546061,Price-Sensitive Explorers,Exclusive discounts
546064,Price-Sensitive Explorers,Exclusive discounts
546065,Price-Sensitive Explorers,Exclusive discounts
546072,Price-Sensitive Explorers,Exclusive discounts
546121,Price-Sensitive Explorers,Exclusive discounts
546127,High-Value Travelers,Free hotel meal
546130,High-Value Travelers,Free hotel meal
546131,Hesitant Explorers,No cancellation fees
546161,Price-Sensitive Explorers,Exclusive discounts
546164,Hesitant Explorers,No cancellation fees
546190,High-Value Travelers,Free hotel meal
546224,Price-Sensitive Explorers,Exclusive discounts
546256,Price-Sensitive Explorers,Exclusive discounts
546280,Hesitant Explorers,No cancellation fees
546282,High-Value Travelers,Free hotel meal
546307,Hesitant Explorers,No cancellation fees
546334,Price-Sensitive Explorers,Exclusive discounts
546395,Hesitant Explorers,No cancellation fees
546399,Price-Sensitive Explorers,Exclusive discounts
546419,Hesitant Explorers,No cancellation fees
546437,Price-Sensitive Explorers,Exclusive discounts
546462,Price-Sensitive Explorers,Exclusive discounts
546470,Price-Sensitive Explorers,Exclusive discounts
546485,Price-Sensitive Explorers,Exclusive discounts
546509,Price-Sensitive Explorers,Exclusive discounts
546529,Hesitant Explorers,No cancellation fees
546587,Price-Sensitive Explorers,Exclusive discounts
546612,Price-Sensitive Explorers,Exclusive discounts
546648,Price-Sensitive Explorers,Exclusive discounts
546664,Price-Sensitive Explorers,Exclusive discounts
546671,Price-Sensitive Explorers,Exclusive discounts
546679,Price-Sensitive Explorers,Exclusive discounts
546688,Hesitant Explorers,No cancellation fees
546702,Price-Sensitive Explorers,Exclusive discounts
546728,Frequent Planners,Free checked bag
546740,Price-Sensitive Explorers,Exclusive discounts
546756,Price-Sensitive Explorers,Exclusive discounts
546774,Price-Sensitive Explorers,Exclusive discounts
546842,Price-Sensitive Explorers,Exclusive discounts
546844,Price-Sensitive Explorers,Exclusive discounts
546847,Hesitant Explorers,No cancellation fees
546857,Price-Sensitive Explorers,Exclusive discounts
546864,Hesitant Explorers,No cancellation fees
546867,Price-Sensitive Explorers,Exclusive discounts
546881,Price-Sensitive Explorers,Exclusive discounts
546882,Price-Sensitive Explorers,Exclusive discounts
546884,Price-Sensitive Explorers,Exclusive discounts
546888,Hesitant Explorers,No cancellation fees
546900,Price-Sensitive Explorers,Exclusive discounts
546937,Price-Sensitive Explorers,Exclusive discounts
546964,Price-Sensitive Explorers,Exclusive discounts
